Trd, 000003.700, 96.0
Trd, 000005.725, 70.0
Trd, 000005.838, 64.3888888889
Trd, 000009.700, 69.2592592593
Trd, 000012.437, 78.0
Trd, 000014.112, 106.0
Trd, 000015.775, 100.57037037
Trd, 000017.025, 97.8827160494
Trd, 000019.675, 96
Trd, 000019.987, 106.259259259
Trd, 000021.037, 113
Trd, 000024.537, 106
Trd, 000026.500, 111.0
Trd, 000030.562, 110
Trd, 000032.362, 114.0
Trd, 000036.387, 116.855967078
Trd, 000040.250, 107
Trd, 000041.963, 111
Trd, 000043.500, 106.0
Trd, 000046.438, 111.376314586
Trd, 000047.775, 108.0
Trd, 000050.050, 105.333333333
Trd, 000052.800, 100
Trd, 000053.813, 97.2093278464
Trd, 000055.150, 103
Trd, 000060.688, 101
Trd, 000064.513, 103
Trd, 000065.038, 97
Trd, 000068.350, 96.0
Trd, 000068.763, 93.0
Trd, 000070.850, 85.4631915866
Trd, 000070.938, 88
Trd, 000071.300, 87
Trd, 000074.713, 88
Trd, 000075.675, 98.6666666667
Trd, 000077.138, 103.432098765
Trd, 000078.275, 106.0
Trd, 000081.125, 106.666666667
Trd, 000085.063, 107
Trd, 000090.375, 108.592592593
Trd, 000093.088, 111.0
Trd, 000095.275, 108
Trd, 000096.613, 96.0
Trd, 000098.138, 101.333333333
Trd, 000103.413, 105.172839506
Trd, 000104.400, 114.0
Trd, 000106.275, 107
Trd, 000109.038, 102.316666667
Trd, 000110.913, 106.0
Trd, 000115.138, 114.0
Trd, 000116.213, 104
Trd, 000119.363, 107
Trd, 000120.175, 106.0
Trd, 000120.438, 100
Trd, 000124.863, 106.0
Trd, 000125.850, 101
Trd, 000129.013, 97
Trd, 000133.675, 96.0
Trd, 000140.075, 93.0
Trd, 000141.375, 94
Trd, 000142.700, 96.1734152992
Trd, 000143.613, 111.0
Trd, 000143.713, 94
Trd, 000146.663, 109.777777778
Trd, 000147.263, 114.0
Trd, 000148.213, 119.333333333
Trd, 000148.738, 113.954851365
Trd, 000150.413, 100
Trd, 000153.362, 104.428989483
Trd, 000157.275, 96.0
Trd, 000157.637, 103
Trd, 000159.750, 119.395061728
Trd, 000161.000, 114
Trd, 000161.137, 106.0
Trd, 000161.350, 113.833333333
Trd, 000167.950, 111.121604938
Trd, 000169.800, 114.0
Trd, 000172.237, 100
Trd, 000174.537, 95
Trd, 000175.700, 101
Trd, 000176.375, 93.3665946925
Trd, 000178.137, 95.6666666667
Trd, 000178.937, 96.0
Trd, 000182.825, 96.0770734663
Trd, 000183.900, 93.0
Trd, 000184.400, 106.0
Trd, 000188.900, 96.6666666667
Trd, 000190.762, 99
Trd, 000192.525, 96
Trd, 000194.325, 97.6241426612
Trd, 000194.850, 108.0
Trd, 000196.462, 96
Trd, 000197.387, 104.388888889
Trd, 000198.525, 104
Trd, 000199.637, 111.0
Trd, 000205.462, 96.0
Trd, 000206.562, 110.666666667
Trd, 000209.187, 106.0
Trd, 000210.925, 111.0
Trd, 000214.700, 109
Trd, 000218.050, 103
Trd, 000220.350, 100
Trd, 000220.800, 96.0
Trd, 000221.787, 97
Trd, 000221.862, 93.0
Trd, 000222.162, 95.4938271605
Trd, 000222.675, 94
Trd, 000223.125, 96.4938271605
Trd, 000230.262, 104.053497942
Trd, 000231.125, 97
Trd, 000234.050, 99
Trd, 000234.475, 106.0
Trd, 000243.175, 108.117055327
Trd, 000243.475, 111.0
Trd, 000243.800, 104
Trd, 000249.550, 100
Trd, 000254.137, 93.0
Trd, 000257.887, 95
Trd, 000258.825, 96.5166666667
Trd, 000259.100, 94
Trd, 000261.600, 96.0877914952
Trd, 000263.862, 110.666666667
Trd, 000264.987, 98.3685185185
Trd, 000265.387, 104
Trd, 000267.287, 111.0
Trd, 000269.150, 108.0
Trd, 000275.362, 101.366666667
Trd, 000275.475, 104
Trd, 000277.912, 102
Trd, 000279.037, 106.0
Trd, 000279.125, 111.0
Trd, 000283.250, 108.790123457
Trd, 000287.312, 114.0
Trd, 000287.687, 114.419753086
Trd, 000289.325, 108.0
Trd, 000291.700, 100
Trd, 000292.462, 97
Trd, 000297.462, 97.4814814815
Trd, 000297.550, 96.0
Trd, 000299.700, 99
Trd, 000303.075, 96.6666666667
Trd, 000304.625, 96
Trd, 000305.000, 94
Trd, 000305.687, 96
Trd, 000306.400, 106.0
Trd, 000306.950, 93.0
