3.6750000000000185,1,83.0,53.0,45.5,45.5,19,72.0,0,-0.7142857142857143,7,72.0,0.0,72.0
4.075000000000024,1,108.0,15.0,67.5,67.5,60,75.0,0.4000000000000057,-0.5,8,73.53846153846155,0.020404193727124643,75.0
5.300000000000042,1,137.0,15.0,82.5,82.5,75.0,90,1.2250000000000174,-0.07692307692307693,13,79.30937773882559,0.09935878501379906,90
5.91250000000005,1,150.0,18.0,84.0,84.0,75.0,93,0.6125000000000087,-0.07692307692307693,13,82.99969675528152,0.11009458119340589,93
6.962500000000065,1,144.0,6,90.0,90.0,87,93,1.050000000000015,0.25,16,85.21001076114,0.10795074665693423,93
8.037500000000078,1,50.0,20,98.0,98.0,88,108,1.0750000000000126,0.25,16,85.7366064258485,0.09905874951084066,88
10.212499999999954,1,124.0,9,102.5,102.5,98,107,2.1749999999998764,0.0,20,89.2609720996309,0.12316767454369842,107
11.999999999999853,1,67.0,1,104.5,104.25,104,105,1.7874999999998984,0.16666666666666666,24,91.45050308584285,0.12628656587886125,104
12.76249999999981,1,70.0,1,104.5,104.33333333333333,104,105,0.7624999999999567,0.04,25,93.14752497630289,0.1260362739874072,104
15.087499999999677,1,85.0,1,104.5,104.33333333333333,104,105,2.324999999999868,-0.037037037037037035,27,94.499814295322,0.12433298894893123,104
16.14999999999962,1,147.0,1,104.5,104.5,104,105,1.0624999999999414,0.0,28,95.71736855688391,0.12272978139419255,105
18.487499999999486,1,129.0,1,104.5,104.5,104,105,2.337499999999867,0.07142857142857142,28,96.72714068436434,0.12063128805848114,105
19.187499999999446,1,83.0,7.0,107.5,107.5,104,111.0,0.6999999999999602,0.10344827586206896,29,97.47436569250209,0.11780131050768525,104
20.199999999999388,1,78.0,10.0,106.0,106.0,101,111.0,1.0124999999999424,0.06666666666666667,30,97.81844749250975,0.11402408842585529,101
21.849999999999294,1,57.0,13.0,104.5,104.5,98,111.0,1.6499999999999062,0.06666666666666667,30,97.83536099548311,0.110165831406674,98
22.237499999999272,1,142.0,9.0,101.5,101.5,97.0,106.0,0.387499999999978,0.06666666666666667,30,98.56451155038233,0.10884568504013076,106.0
23.14999999999922,1,126.0,10.0,106.0,106.0,101,111.0,0.9124999999999481,0.06666666666666667,30,99.63307341998313,0.11018844838286024,111.0
25.887499999999065,1,103.0,10.0,116.0,116.0,111.0,121,2.7374999999998444,0.08108108108108109,37,100.57593975938781,0.11082608312515575,111.0
30.03749999999883,1,132.0,18.0,110.0,110.0,101.0,119,4.149999999999764,0.05,40,102.05543601244825,0.11636013935770106,119
30.38749999999881,1,55.0,20.0,111.0,111.0,101.0,121,0.3499999999999801,0.047619047619047616,42,101.97317468340538,0.11335707110705598,101.0
