Trd, 000001.012, 65.0
Trd, 000002.963, 74
Trd, 000003.513, 126
Trd, 000005.550, 119.0
Trd, 000006.663, 111.0
Trd, 000010.637, 113
Trd, 000011.162, 112
Trd, 000011.837, 112
Trd, 000011.900, 111
Trd, 000015.825, 114.0
Trd, 000017.650, 108
Trd, 000017.950, 113
Trd, 000022.000, 106
Trd, 000022.125, 106.0
Trd, 000022.287, 100
Trd, 000025.625, 111
Trd, 000026.675, 98.0
Trd, 000026.687, 114.0
Trd, 000032.037, 111
Trd, 000033.487, 112
Trd, 000034.150, 111
Trd, 000034.787, 93.0
Trd, 000035.687, 96.0
Trd, 000036.025, 113
Trd, 000036.300, 113
Trd, 000042.788, 110
Trd, 000044.700, 114.0
Trd, 000049.063, 116.0
Trd, 000050.325, 115
Trd, 000054.250, 114.0
Trd, 000055.988, 114
Trd, 000056.225, 113
Trd, 000056.563, 115
Trd, 000056.663, 112
Trd, 000057.675, 116
Trd, 000057.825, 112.0
Trd, 000058.713, 111.0
Trd, 000064.013, 112
Trd, 000064.100, 107
Trd, 000064.463, 113
Trd, 000064.663, 115
Trd, 000064.700, 106.0
Trd, 000066.375, 107
Trd, 000070.600, 109
Trd, 000072.600, 109
Trd, 000072.638, 106
Trd, 000072.775, 103.0
Trd, 000076.825, 108
Trd, 000077.575, 109
Trd, 000077.713, 109
Trd, 000078.000, 109
Trd, 000082.113, 111
Trd, 000083.038, 111
Trd, 000083.675, 114.0
Trd, 000085.025, 112
Trd, 000085.738, 110
Trd, 000086.188, 106.0
Trd, 000089.025, 98.0
Trd, 000089.675, 96.0
Trd, 000092.313, 99
Trd, 000092.363, 98
Trd, 000092.938, 93.0
Trd, 000095.913, 99
Trd, 000099.500, 96
Trd, 000100.075, 96
Trd, 000102.725, 91.0
Trd, 000103.113, 93
Trd, 000104.100, 117
Trd, 000105.013, 93.0
Trd, 000107.988, 98.0
Trd, 000108.038, 96
Trd, 000109.288, 88
Trd, 000109.538, 101
Trd, 000112.763, 96.0
Trd, 000114.738, 97
Trd, 000116.613, 96
Trd, 000120.250, 95
Trd, 000121.275, 108
Trd, 000122.238, 101
Trd, 000123.363, 111
Trd, 000124.075, 119.0
Trd, 000126.013, 109
Trd, 000127.238, 112
Trd, 000129.850, 112
Trd, 000131.488, 113.0
Trd, 000133.413, 113
Trd, 000136.263, 111
Trd, 000137.338, 106.0
Trd, 000137.825, 93.0
Trd, 000138.850, 87
Trd, 000139.588, 96
Trd, 000141.363, 96
Trd, 000143.500, 104
Trd, 000144.488, 113.0
Trd, 000146.713, 114.0
Trd, 000147.088, 116
Trd, 000150.575, 116
Trd, 000151.187, 115
Trd, 000151.512, 114
Trd, 000152.362, 112.0
Trd, 000154.325, 111.0
Trd, 000154.975, 107
Trd, 000156.012, 107
Trd, 000156.937, 105
Trd, 000158.050, 102
Trd, 000158.987, 105
Trd, 000160.562, 103
Trd, 000162.387, 101
Trd, 000163.637, 105
Trd, 000164.062, 105
Trd, 000166.287, 108
Trd, 000167.225, 111
Trd, 000168.112, 119.0
Trd, 000168.275, 101
Trd, 000169.287, 99.0
Trd, 000171.025, 98.0
Trd, 000174.200, 91
Trd, 000175.025, 117
Trd, 000178.112, 98
Trd, 000179.912, 116
Trd, 000179.925, 113
Trd, 000181.812, 116
Trd, 000183.887, 111.0
Trd, 000184.200, 117
Trd, 000190.312, 113
Trd, 000190.925, 113
Trd, 000192.200, 111.0
Trd, 000193.050, 98
Trd, 000194.762, 94.0
Trd, 000194.812, 95
Trd, 000195.412, 98
Trd, 000195.587, 93.0
Trd, 000197.287, 97
Trd, 000199.737, 89
Trd, 000200.437, 96
Trd, 000201.712, 97
Trd, 000201.950, 114.0
Trd, 000202.475, 99.0
Trd, 000202.525, 98.0
Trd, 000204.425, 96.0
Trd, 000208.400, 112
Trd, 000208.712, 115
Trd, 000211.462, 97
Trd, 000213.675, 110
Trd, 000215.112, 105
Trd, 000216.425, 109
Trd, 000219.337, 116
Trd, 000219.662, 114
Trd, 000221.950, 114
Trd, 000226.275, 113
Trd, 000227.725, 111.0
Trd, 000229.325, 107
Trd, 000231.700, 105
Trd, 000233.750, 111
Trd, 000236.412, 113
Trd, 000237.675, 106.0
Trd, 000238.012, 106
Trd, 000239.000, 109.0
Trd, 000239.362, 103.0
Trd, 000239.887, 111.0
Trd, 000240.050, 110.0
Trd, 000243.400, 106.0
Trd, 000243.987, 109.0
Trd, 000245.025, 98.0
Trd, 000245.312, 114.0
Trd, 000246.800, 97
Trd, 000248.600, 115
Trd, 000250.162, 95.0
Trd, 000250.350, 94.0
Trd, 000253.350, 99
Trd, 000255.950, 97
Trd, 000257.637, 93.0
Trd, 000258.575, 94
Trd, 000259.500, 97
Trd, 000260.862, 112
Trd, 000260.912, 114.0
Trd, 000261.137, 99.0
Trd, 000263.662, 116
Trd, 000263.925, 108
Trd, 000265.937, 109
Trd, 000270.575, 112
Trd, 000271.300, 115.0
Trd, 000272.400, 119.0
Trd, 000275.012, 114
Trd, 000275.087, 113
Trd, 000277.025, 117.0
Trd, 000277.762, 116.0
Trd, 000278.850, 111.0
Trd, 000279.325, 107
Trd, 000280.487, 98
Trd, 000283.637, 102
Trd, 000285.012, 98.0
Trd, 000286.175, 98
Trd, 000288.512, 91.0
Trd, 000289.100, 87
Trd, 000289.787, 91
Trd, 000291.275, 96.0
Trd, 000292.337, 85.0
Trd, 000292.650, 111
Trd, 000296.162, 112.0
Trd, 000298.350, 101
Trd, 000299.012, 101
Trd, 000300.312, 106
Trd, 000300.725, 114.0
Trd, 000302.700, 114
Trd, 000304.362, 114.0
Trd, 000306.575, 115
Trd, 000308.237, 115
Trd, 000308.937, 114
Trd, 000310.700, 107
Trd, 000314.500, 116
Trd, 000315.850, 115
Trd, 000317.075, 111
Trd, 000317.412, 106.0
Trd, 000317.500, 113
Trd, 000318.775, 108
Trd, 000319.600, 110
Trd, 000320.212, 103.0
Trd, 000321.162, 109
Trd, 000321.187, 98.0
Trd, 000322.450, 93.0
Trd, 000325.587, 111
Trd, 000329.225, 110
Trd, 000331.650, 114.0
Trd, 000333.300, 113
Trd, 000333.587, 112
Trd, 000334.175, 116
Trd, 000334.350, 111.0
Trd, 000334.912, 108
Trd, 000335.400, 107
Trd, 000335.700, 106.0
Trd, 000337.862, 114
Trd, 000338.275, 115
Trd, 000338.437, 116
Trd, 000339.575, 104
Trd, 000339.737, 119.0
Trd, 000340.000, 103.0
Trd, 000347.700, 103
Trd, 000349.512, 104.0
Trd, 000350.512, 104.0
Trd, 000351.012, 105.0
Trd, 000352.912, 108
Trd, 000353.925, 107
Trd, 000354.350, 106
Trd, 000358.500, 107
Trd, 000358.975, 101.0
Trd, 000362.637, 107
Trd, 000362.862, 107
Trd, 000363.387, 106.0
Trd, 000363.787, 102
Trd, 000364.187, 103
Trd, 000364.437, 98.0
Trd, 000364.612, 95
Trd, 000365.350, 97
Trd, 000366.362, 103
Trd, 000366.912, 103
Trd, 000370.100, 93.0
Trd, 000370.337, 98
Trd, 000371.637, 97
Trd, 000375.975, 109.0
Trd, 000379.187, 114.0
Trd, 000379.575, 116.0
Trd, 000383.037, 117
Trd, 000385.212, 112
Trd, 000387.850, 112
Trd, 000390.712, 107
Trd, 000391.412, 106.0
Trd, 000391.725, 98.0
Trd, 000392.962, 111
Trd, 000393.212, 115
Trd, 000395.000, 102
Trd, 000395.950, 93
Trd, 000398.512, 106.0
Trd, 000400.987, 101
Trd, 000401.050, 103
Trd, 000402.512, 100
Trd, 000403.200, 96.0
Trd, 000403.225, 101
Trd, 000405.187, 104
Trd, 000407.112, 108.0
Trd, 000408.762, 111
Trd, 000409.025, 108.0
Trd, 000411.925, 114.0
Trd, 000412.475, 103.0
Trd, 000414.962, 93.0
Trd, 000416.925, 114
Trd, 000418.375, 116
Trd, 000420.725, 115
Trd, 000422.512, 117
Trd, 000424.587, 112
Trd, 000425.112, 102
Trd, 000425.787, 98.0
Trd, 000427.375, 111
Trd, 000430.525, 100.0
Trd, 000430.950, 98.0
Trd, 000432.475, 102
Trd, 000434.762, 102
Trd, 000435.587, 101
Trd, 000436.137, 98
Trd, 000436.600, 98
Trd, 000436.800, 94.0
Trd, 000437.012, 99
Trd, 000440.025, 97
Trd, 000443.962, 94
Trd, 000444.687, 96
Trd, 000444.825, 97
Trd, 000445.062, 98
Trd, 000447.075, 97
Trd, 000447.862, 98
Trd, 000449.812, 101
Trd, 000453.600, 112
Trd, 000454.500, 94.0
Trd, 000455.225, 110
Trd, 000456.575, 96.0
Trd, 000456.725, 111
Trd, 000458.525, 103
Trd, 000459.825, 100
Trd, 000460.862, 110.0
Trd, 000461.762, 113.0
Trd, 000462.750, 102
Trd, 000466.837, 99.0
Trd, 000467.050, 106
Trd, 000467.362, 106
Trd, 000470.275, 98.0
Trd, 000471.875, 106
Trd, 000473.525, 101
Trd, 000475.775, 93.0
Trd, 000478.387, 99
Trd, 000478.587, 98
Trd, 000480.550, 99
Trd, 000482.812, 101
Trd, 000483.712, 110.0
Trd, 000483.962, 114.0
Trd, 000487.162, 101
Trd, 000487.925, 103
Trd, 000491.362, 105
Trd, 000492.687, 105
Trd, 000492.812, 93.0
Trd, 000493.250, 91.0
Trd, 000496.737, 94
Trd, 000497.075, 92
Trd, 000499.300, 94
Trd, 000499.375, 95
Trd, 000500.237, 93
Trd, 000501.925, 91.0
Trd, 000502.450, 94
Trd, 000502.475, 96.0
Trd, 000502.637, 98
Trd, 000504.612, 111
Trd, 000505.675, 114
Trd, 000508.162, 116
Trd, 000509.062, 104
Trd, 000510.500, 105
Trd, 000513.037, 116.0
Trd, 000513.900, 119.0
Trd, 000516.250, 120.0
Trd, 000516.750, 113
Trd, 000516.775, 111.0
Trd, 000517.100, 104
Trd, 000520.137, 119.0
Trd, 000521.350, 119.0
Trd, 000525.562, 116
Trd, 000527.100, 116
Trd, 000529.625, 115.0
Trd, 000531.700, 116
Trd, 000533.237, 115
Trd, 000534.075, 114.0
Trd, 000535.087, 113
Trd, 000535.387, 111.0
Trd, 000536.862, 115
Trd, 000539.012, 103.0
Trd, 000539.625, 108
Trd, 000541.925, 107.0
Trd, 000542.100, 113
Trd, 000545.462, 113
Trd, 000545.725, 109.0
Trd, 000547.362, 113
Trd, 000549.587, 115
Trd, 000549.700, 119.0
Trd, 000551.962, 111
Trd, 000554.262, 115
Trd, 000555.250, 113
Trd, 000555.812, 112
Trd, 000558.050, 111.0
Trd, 000559.837, 116
Trd, 000561.325, 106.0
Trd, 000562.762, 110
Trd, 000564.062, 98.0
Trd, 000564.187, 93.0
Trd, 000565.950, 100
Trd, 000566.262, 94
Trd, 000569.737, 103
Trd, 000570.887, 103
Trd, 000571.587, 102
Trd, 000572.200, 100
Trd, 000573.637, 103
Trd, 000575.537, 93.0
Trd, 000576.550, 96
Trd, 000582.750, 98.0
Trd, 000583.225, 98
Trd, 000584.112, 97
Trd, 000584.212, 99
Trd, 000584.812, 91.0
Trd, 000586.637, 100
Trd, 000586.737, 91
Trd, 000586.787, 89
Trd, 000589.287, 101
Trd, 000593.125, 109
Trd, 000593.525, 100.0
Trd, 000594.112, 111
